record,title,url,doi,summary,authors,abstract,type
155,Socioeconomic and environmental effects of China’s Conversion of Cropland to Forest Program after 15 years: a systematic review protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/s13750-015-0033-8,10.1186/s13750-015-0033-8,"Agricultural activities on sloping lands have historically led to forest loss and degradation in China which, coupled with industrial pressures on the environment, were deemed responsible for catastrophic floo...","Lucas Gutiérrez Rodríguez, Nick Hogarth, Wen Zhou, Louis Putzel, Chen Xie and Kun Zhang","Background Agricultural activities on sloping lands have historically led to forest loss and degradation in China which, coupled with industrial pressures on the environment, were deemed responsible for catastrophic flooding events in the late 1990s. After these events, China’s forest policy underwent a significant reorientation towards ecological conservation and rural development, a process epitomized by the Conversion of Cropland to Forest Program (CCFP). Launched in 1999, the CCFP integrates both socioeconomic and environmental objectives with the aim of reforesting smallholder cropland on sloping lands, while compensating farmers with payments for their lost income. Following 15 years of implementation, it is timely to conduct a comprehensive assessment of the state of knowledge about the CCFP’s impacts on human populations and the environment. Methods/design The primary research question asks “What socioeconomic and environmental effects has the Conversion of Cropland to Forest Program had on human populations and land resources during its first 15 years in China?” We use a theory of change and a Population-Intervention-Comparator-Outcome (PICO) framework to structure our systematic review, where populations of interest consist of both human populations and land resources targeted by the program, while the intervention of interest is the CCFP as defined by its component activities, including compensatory subsidies, skill-training, and enforcement with field checks. Outcomes are defined as both the socioeconomic and environmental impacts of the program. We will conduct a search for relevant English and Chinese language literature on Scopus, Web of Science, CAB Abstracts, AGRIS (FAO), and the China National Knowledge Infrastructure. Search results will be screened for relevance in a two stage process (titles and abstracts, followed by full texts) based on predefined eligibility criteria, and then further assessed for potential sources of bias. Extraction of data from those studies that have passed full-text screening will follow a coding protocol based on the PICO framework, and quantitative and qualitative analyses of the extracted data will be conducted and synthesized. Finally, a narrative report will present the findings of the review, alongside a geographic map illustrating the coverage of included studies compared with the actual implementation area of the CCFP.",SRP
156,A systematic mapping protocol: what are the impacts of different upstream business models in the agriculture and forestry sector on sustainable development in tropical developing countries?,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-4-1,10.1186/2047-2382-4-1,"As a result of rising global food and energy insecurity, investors are increasingly seeking new opportunities in tropical developing countries endowed with comparatively cheap and abundant land resources. Pred...","George Schoneveld, Filipe Di Matteo, Frederico Brandao, Pablo Pacheco, Idsert Jelsma and Eileen Dyer Jarnholt","Background As a result of rising global food and energy insecurity, investors are increasingly seeking new opportunities in tropical developing countries endowed with comparatively cheap and abundant land resources. Predominantly targeting the agriculture and forestry sectors, these investments could make valuable contributions to the economies of developing countries. However, with most investors opting for plantation-oriented business models, in the context of weak governance regimes within many host countries, many fear that these investments may instead exacerbate socio-economic vulnerabilities and processes of environmental degradation. Therefore, there is a need to explore alternative upstream business models that are more inclusive of the poor and are more aligned with emergent green growth objectives. This systematic map aims to contribute to this debate by cataloging empirical studies conducted on the sustainability of different upstream business models in the agriculture and forestry sector (e.g. involving the cultivation of raw materials). The mapping will offer an overview of the type and quantity of research conducted to date, remaining knowledge gaps, and areas warranting a systematic review. Methods Searches will be conducted of both academic and grey literature by employing search strings that have been iteratively tested for comprehensiveness. Studies retrieved in the searches will be screened using pre-defined inclusion criteria and coded across a broad range of study characteristics. Inclusion criteria include, for example, type of business model employed, social, economic, and environmental impacts, and study design (e.g. generation of new empirical evidence). The outputs will be a database of included search results and a systematic map offering descriptive statistics and narrative assessment of the state of the evidence base in this topic.",SMP
157,The fitness consequences of inbreeding in natural populations and their implications for species conservation – a systematic map,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/s13750-015-0031-x,10.1186/s13750-015-0031-x,Threatened species often have small and isolated populations where mating among relatives can result in inbreeding depression increasing extinction risk. Effective management is hampered by a lack of syntheses...,"Linda E Neaves, Jacqualyn Eales, Raj Whitlock, Peter M Hollingsworth, Terry Burke and Andrew S Pullin","Background Threatened species often have small and isolated populations where mating among relatives can result in inbreeding depression increasing extinction risk. Effective management is hampered by a lack of syntheses summarising the magnitude of, and variation in inbreeding depression. Here we describe the nature and scope of the literature examining phenotypic/fitness consequences of inbreeding, to provide a foundation for future syntheses and management. Methods We searched the literature for articles documenting the impact of inbreeding in natural populations. Article titles, abstracts and full-texts were assessed against a priori defined criteria, and information relating to study design, quality and other factors that may influence inbreeding responses (e.g. population size) was extracted from relevant articles. Results The searches identified 11457 articles, of which 614 were assessed as relevant and included in the systematic map (corresponding to 703 distinct studies). Most studies (663) assessed within-population inbreeding resulting from self-fertilisation or consanguineous pairings, while 118 studies assessed among-population inbreeding due to drift load. Plants were the most studied taxon (469 studies) followed by insects (52 studies) and birds (43 studies). Most studies investigated the effects of inbreeding on components of fitness (e.g. survival or fecundity; 648 studies) but measurements were typically under laboratory/greenhouse conditions (486 studies). Observations were also often restricted to the first inbred generation (607 studies) and studies frequently lacked contextual information (e.g. population size). Conclusions Our systematic map describes the scope and quality of the evidence describing the phenotypic consequences of inbreeding. The map reveals substantial evidence relating to inbreeding responses exists, but highlights information is still limited for some aspects, including the effects of multiple generations of inbreeding. The systematic map allowed us to define several conservation-relevant questions, where sufficient data exists to support systematic reviews, e.g. How do inbreeding responses vary with population size? However, we found that such syntheses are likely to be constrained by incomplete reporting of critical contextual information. Our systematic map employed the same rigorous literature assessment methods as systematic review, including a novel survey of study quality and thus provides a robust foundation to guide future research and syntheses seeking to inform conservation decision-making.",SM
158,What are the impacts of reindeer/caribou (Rangifer tarandus L.) on arctic and alpine vegetation? A systematic review,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/s13750-014-0030-3,10.1186/s13750-014-0030-3,"The reindeer (or caribou, Rangifer tarandus L.) has a natural range extending over much of Eurasia’s and North America’s arctic, alpine and boreal zones, yet its impact on vegetation is still unclear. This lack o...","Claes Bernes, Kari Anne Bråthen, Bruce C Forbes, James DM Speed and Jon Moen","Background The reindeer (or caribou, Rangifer tarandus L.) has a natural range extending over much of Eurasia’s and North America’s arctic, alpine and boreal zones, yet its impact on vegetation is still unclear. This lack of a common understanding hampers both the management of wild and semi-domesticated reindeer populations and the preservation of biodiversity. To achieve a common platform, we have undertaken a systematic review of published studies that compare vegetation at sites with different reindeer densities. Besides biodiversity, we focused on effects on major plant growth forms. Methods Searches for literature were made using online publication databases, search engines, specialist websites and bibliographies of literature reviews. Search terms were developed in English, Finnish, Norwegian, Russian and Swedish. Identified articles were screened for relevance based on titles, abstracts and full text using inclusion criteria set out in an a priori protocol. Relevant articles were then subject to critical appraisal of susceptibility to bias. Data on outcomes such as abundance, biomass, cover and species richness of vegetation were extracted together with metadata on site properties and other potential effect modifiers. Results Our searches identified more than 6,000 articles. After screening for relevance, 100 of them remained. Critical appraisal excluded 60 articles, leaving 40 articles with 41 independent studies. Almost two thirds of these studies had been conducted in Fennoscandia. Meta-analysis could be made of data from 31 of the studies. Overall, effects of reindeer on species richness of vascular plants depended on temperature, ranging from negative at low temperature to positive at high temperature. Effects on forbs, graminoids, woody species, and bryophytes were weak or non-significant, whereas the effect on lichens was negative. However, many individual studies showed clear positive or negative effects, but the available information was insufficient to explain this context dependence. Conclusions We see two pressing matters emerging from our study. First, there is a lack of research with which to build a circumpolar understanding of grazing effects, which calls for more studies using a common protocol to quantify reindeer impacts. Secondly, the highly context-dependent outcomes suggest that research and management have to consider local conditions. For instance, predictions of what a management decision would mean for the effects of reindeer on vegetation will have to take the variation of vegetation types and dominant growth forms, productivity, and grazing history into account. Policy and management have to go hand-in-hand with research in individual cases if the dynamics between plants, animals, and humans are to be sufficiently understood.",SR
159,What is the effect of phasing out long-chain per- and polyfluoroalkyl substances on the concentrations of perfluoroalkyl acids and their precursors in the environment? A systematic review protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-4-3,10.1186/2047-2382-4-3,There is a growing concern in Sweden and elsewhere that continued emissions of per- and polyfluoroalkyl substances (PFASs) may cause environmental as well as human health effects. PFASs are a broad class of ma...,"Magnus Land, Cynthia A de Wit, Ian T Cousins, Dorte Herzke, Jana Johansson and Jonathan W Martin","Background There is a growing concern in Sweden and elsewhere that continued emissions of per- and polyfluoroalkyl substances (PFASs) may cause environmental as well as human health effects. PFASs are a broad class of man-made substances that have been produced and used in both commercial products and industrial processes for more than 60 years. Although the production and use of some PFASs has been phased-out in some parts of the world, it is not known what effect these actions to date have had on PFAS concentrations in the environment. Owing to the wide diversity of PFASs, it is difficult to generalize their properties, environmental fate and production histories. However, the strength and stability of the C-F bond renders the perfluoroalkyl moieties resistant to heat and environmental degradation. Several PFASs are now occurring even in very remote areas in large parts of the world, but the environmental transport and fate of substances within this group is not well understood. A systematic review may be able to determine whether the concentrations of these substances in different environments are changing in any particular direction with time, and whether the phase-outs have had any effects on the concentration trends. Methods Searches for primary research studies reporting on temporal variations of PFAS concentrations in the environment will be performed in the scientific literature as well as in other reports. Relevant samples include both abiotic and biological samples including humans. No particular time, document type, language or geographical constraints will be applied. Two authors will screen all retrieved articles. Double screening of about 10% of the articles will be performed by all authors at both title/abstract and full-text levels. Kappa tests will be used to test if the screening is consistent. Relevant articles will be critically appraised by four authors (double checking of 25% of the articles). Quality assessment will focus on selection bias, dating of samples, sample integrity and analytical procedures. Data synthesis will be based on statistical analysis of temporal concentration trends.",SRP
160,What are ‘Integrated Landscape Approaches’ and how effectively have they been implemented in the tropics: a systematic map protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-4-2,10.1186/2047-2382-4-2,"There is an increasing acceptance that sectorial approaches to land management are no longer sufficient to meet global challenges such as poverty alleviation, biodiversity conservation, and food production. Th...","James Reed, Liz Deakin and Terry Sunderland","Background There is an increasing acceptance that sectorial approaches to land management are no longer sufficient to meet global challenges such as poverty alleviation, biodiversity conservation, and food production. The pressing challenge of integrated landscape management is to link agricultural practices, institutions and policies with other landscape-scale activities. “Integrated Landscape Approaches” provide a basic framework for balancing competing demands and integrating policies for multiple land uses within a given area. However, attempts to formalize and characterize what landscape approaches actually represent have resulted in a plethora of interlinked terminology and re-invention of ideas and practices under multiple guises. This has led to delayed uptake amongst policy makers and resistance to implementation on the ground. This protocol will describe the methodology to be employed for a systematic map that will chart the development of the landscape approach theory, consolidate and synthesize existing definitions, and identify where and how these approaches have been implemented in the humid and dry tropics. Methods/Design A scoping exercise gave rise to a selection of search terms appropriate to the research question which will then be applied to a suite of specialist, online and institutional databases. The protocol will follow a population-intervention-comparator-outcome (P.I.C.O) framework which provides the basic rationale for evidence-based systematic literature searches. The P.I.C.O serves as the inclusion criteria and together with a pre-determined exclusion criteria will be used to screen retrieved literature for relevance at title, abstract and full text levels. All studies investigating either landscape approach theory or implementation within the humid and dry tropics will be included. The resulting studies will be coded and used to satisfy two key outcomes. First, literature on the theory of landscape-scale approaches will be compared and contrasted to identify where overlap and disjuncture exists. Second, studies of landscape approach implementation will be assessed for effectiveness, geographically mapped, made available in searchable databases and supplemented with a full report.",SMP
161,What are the local impacts of energy systems on marine ecosystem services: a systematic map protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-26,10.1186/2047-2382-3-26,"Increasing concentrations of atmospheric greenhouse gases (GHG) and its impact on the climate has resulted in many international governments committing to reduce their GHG emissions. The UK, for example, has c...","Eleni Papathanasopoulou, Ana M Queirós, Nicola Beaumont, Tara Hooper and Joana Nunes","Background Increasing concentrations of atmospheric greenhouse gases (GHG) and its impact on the climate has resulted in many international governments committing to reduce their GHG emissions. The UK, for example, has committed to reducing its carbon emissions by 80% by 2050. Suggested ways of reaching such a target are to increase dependency on offshore wind, offshore gas and nuclear. It is not clear, however, how the construction, operation and decommissioning of these energy systems will impact marine ecosystem services, i.e. the services obtained by people from the natural environment such as food provisioning, climate regulation and cultural inspiration. Research on ecosystem service impacts associated with offshore energy technologies is still in its infancy. The objective of this review is to bolster the evidence base by firstly, recording and describing the impacts of energy technologies at the marine ecosystems and human level in a consistent and transparent way; secondly, to translate these ecosystem and human impacts into ecosystem service impacts by using a framework to ensure consistency and comparability. The output of this process will be an objective synthesis of ecosystem service impacts comprehensive enough to cover different types of energy under the same analysis and to assist in informing how the provision of ecosystem services will change under different energy provisioning scenarios. Methods Relevant studies will be sourced using publication databases and selected using a set of selection criteria including the identification of: (i) relevant subject populations such as marine and coastal species, marine habitat types and the general public; (ii) relevant exposure types including offshore wind farms, offshore oil and gas platforms and offshore structures connected with nuclear; (iii) relevant outcomes including changes in species structure and diversity; changes in benthic, demersal and pelagic habitats; and changes in cultural services. The impacts will be synthesised and described using a systematic map. To translate these findings into ecosystem service impacts, the Common International Classification of Ecosystem Services (CICES) and Millennium Ecosystem Assessment (MEA) frameworks are used and a detailed description of the steps taken provided to ensure transparency and replicability.",SMP
162,The impact of land use and cover change on above and below-ground carbon stocks of the miombo woodlands since the 1950s: a systematic review protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-25,10.1186/2047-2382-3-25,"Increasingly, forests are on the international climate change agenda as land use and cover changes drive forest and carbon loss. The ability of forests to store carbon has created programs such as Reducing Emi...","Stephen Syampungani, Jessica Clendenning, Davison Gumbo, Robert Nasi, Kaala Moombe, Paxie Chirwa, Natasha Ribeiro, Isla Grundy, Nalukui Matakala, Christopher Martius, Moka Kaliwile, Gillian Kabwe and Gillian Petrokofsky","Background Increasingly, forests are on the international climate change agenda as land use and cover changes drive forest and carbon loss. The ability of forests to store carbon has created programs such as Reducing Emissions from Deforestation and Degradation plus (REDD+), in order to provide incentives for particular land uses and forest management practices. A critical element to REDD+ is the ability to know the carbon-storage potential of an ecosystem, and the factors likely to affect the rate of carbon accumulation or the maximum amount stored. Most REDD+ initiatives have focused on humid tropical forests because of their large stocks per unit area. Less attention has been paid to the carbon-storage potential of tropical dry forests, woodlands and savannas. Although these ecosystems support a lower biomass per unit area, they are more widespread than humid forests. This proposed systematic review examines miombo woodlands, which are the most extensive vegetation formation in Africa and support over 100 million people. We ask: To what extent have changes in land use and land cover influenced above- and below-ground carbon stocks of miombo woodlands since the 1950s? Methods We will search systematically for studies that document the influence of land use and cover change on above and below ground carbon in miombo woodlands since the 1950s. We will consult bibliographic databases and an extensive grey literature network, including government reports and forestry offices. Relevant studies will examine the impacts of human activities, fire and other land use or cover changes that affect wood biomass or soil carbon in the miombo region. All included studies will be assessed for the soundness and scientific validity of their study design. A quantitative synthesis will tabulate estimates of various parameters necessary to assess carbon stocks and changes across climate and geological factors; and a qualitative analysis will describe the governing land and forest policies. Understanding the impact that land uses and the associated changes have on carbon storage in the miombo woodlands will contribute to more informed forest management policies and better guided strategies for the United Nations Framework Convention on Climate Change.",SRP
163,What are the socio-economic impacts of genetically modified crops worldwide? A systematic map protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-24,10.1186/2047-2382-3-24,"Genetically modified (GM) crops have generated a great deal of controversy. Since commercially introduced to farmers in 1996, the global area cultivated with GM crops has increased 94-fold. The rapid adoption ...","Jaqueline Garcia-Yi, Tiptunya Lapikanonth, Hanum Vionita, Hanh Vu, Shuang Yang, Yating Zhong, Yifei Li, Veronika Nagelschneider, Birgid Schlindwein and Justus Wesseler","Background Genetically modified (GM) crops have generated a great deal of controversy. Since commercially introduced to farmers in 1996, the global area cultivated with GM crops has increased 94-fold. The rapid adoption of GM technology has had substantial socio-economic impacts which a vast amount of technical and non-technical literature has addressed in the last two decades. However, contradictory results between individual studies abound. Extensive and transparent reviews concerning this contentious and complex issue could help promote evidence-based dialogue among the diverse parties involved. Methods This protocol specifies the methodology for identifying, evaluating, and mapping evidence related to the main review question: what are the socio-economic impacts of genetically modified crops worldwide? This question has been subdivided into the following topics: (a) farm-level impacts; (b) impacts of coexistence regulations; (c) impacts along the supply chain; (d) consumer-level impacts; (e) impacts on food security; and (f) environmental economic impacts. The search strategy includes the identification of primary studies from general scientific databases; global, regional, and national specialist databases; an on-line search engine; institutional websites; journal websites; subject experts/researchers; and serendipity. Searches will be conducted in six languages (Chinese, English, French, German, Portuguese, and Spanish). Identified studies will be screened for inclusion/exclusion criteria by a group of multi-language reviewers. Finally, pre-defined data from the studies will be extracted, mapped, and presented in a report. Potential research gaps will be identified and discussed, and the review process will be documented in an open-access database (i.e. CADIMA, http://www.cadima.info/).",SMP
164,Investigating the effects of mobile bottom fishing on benthic biota: a systematic review protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-23,10.1186/2047-2382-3-23,"Mobile bottom fishing, such as trawling and dredging, is the most widespread direct human impact on marine benthic systems. Knowledge of the impacts of different gear types on different habitats, the species m...","Kathryn M Hughes, Michel J Kaiser, Simon Jennings, Robert A McConnaughey, Roland Pitcher, Ray Hilborn, Ricardo O Amoroso, Jeremy Collie, Jan Geert Hiddink, Ana M Parma and Adriaan Rijnsdorp","Background Mobile bottom fishing, such as trawling and dredging, is the most widespread direct human impact on marine benthic systems. Knowledge of the impacts of different gear types on different habitats, the species most sensitive to impacts and the potential for habitats to recover are often needed to inform implementation of an ecosystem approach to fisheries and strategies for biodiversity conservation. This knowledge helps to identify management options that maximise fisheries yield whilst minimising negative impacts on benthic systems. Methods/design The methods are designed to identify and collate evidence from experimental studies (e.g. before/after, control/impact) and comparative studies (spanning a gradient of fishing intensity) to identify changes in state (numbers, biomass, diversity etc.) of benthic biota (flora and fauna), resulting from a variety of mobile bottom fishing scenarios. The primary research question that the outputs will be used to address is: “to what extent does a given intensity of bottom fishing affect the abundance and/or diversity of benthic biota?” Due to the variety of gear and habitat types studied, the primary question will be closely linked with secondary questions. These include: “how does the effect of bottom fishing on various benthic biota metrics (species, faunal type, trait, taxon etc.) vary with (1) gear type and (2) habitat, and (3) gear type-habitat interactions?” and (4) “how might properties of the community and environment affect the resilience (and recovery potential) of a community to bottom fishing?”",SRP
165,What is the impact of active management on biodiversity in forests set aside for conservation or restoration? A systematic review protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-22,10.1186/2047-2382-3-22,"The traditional approach to limiting impacts of forestry on biodiversity is to set aside forest areas of particular conservation interest, either as formally protected reserves or on a voluntary basis. Many se...","Claes Bernes, Bengt Gunnar Jonsson, Kaisa Junninen, Asko Lõhmus, Ellen Macdonald, Jörg Müller and Jennie Sandström","Background The traditional approach to limiting impacts of forestry on biodiversity is to set aside forest areas of particular conservation interest, either as formally protected reserves or on a voluntary basis. Many set-asides are left more or less untouched, but some of them have a history of disturbances such as wildfires, forest grazing, coppicing or small-scale felling. Such areas may gradually lose the qualities that were to be safeguarded unless the disturbances are re-introduced (e.g. by burning) or replaced with alternatives (e.g. gap-felling). Active management of forest set-asides may be particularly relevant in areas where the biota has been impoverished by intensive and large-scale harvesting. Here, biodiversity may not be able to recover adequately without restoration measures such as gap-felling or creation of dead wood. In recent years, interest in active management of forest set-asides has increased, but opinions differ among conservationists on how such management should be balanced against non-intervention. The topic of the proposed systematic review has therefore met approval among stakeholders in Sweden, where it is currently an issue of high concern. Methods The review will examine primary field studies of how various forms of active management have affected biodiversity in boreal or temperate forests set aside for conservation or restoration. The primary focus will be on forest types represented in Sweden. In some cases, useful insights about management options may also be provided by studies of interventions in commercially managed forests. Non-intervention or alternative forms of active management will be used as comparators. Relevant outcomes include assemblage diversity (species richness, diversity indices), abundance of different functional or taxonomic groups of organisms, population viability of target species, and indicators of forest biodiversity such as forest structure and amounts of dead wood. The relevant scientific literature may turn out to be very heterogeneous, however. Numerous combinations of management forms and biodiversity outcomes can be conceived, and it remains to be seen whether any such combination is covered by sufficiently many studies to allow a meaningful meta-analysis. Nonetheless, it should be feasible to achieve a useful narrative synthesis of the available evidence.",SRP
166,What are the impacts of urban agriculture programs on food security in low and middle-income countries: a systematic review,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-21,10.1186/2047-2382-3-21,Urban Agriculture is considered to contribute to improved food security among the income poor in urban contexts across developing countries. Much literature exists on the topic assuming a positive relationship...,"Marcel Korth, Ruth Stewart, Laurenz Langer, Nolizwe Madinga, Natalie Rebelo Da Silva, Hazel Zaranyika, Carina van Rooyen and Thea de Wet","Background Urban Agriculture is considered to contribute to improved food security among the income poor in urban contexts across developing countries. Much literature exists on the topic assuming a positive relationship. The aim of this review was to collect and analyse available evidence on the impact of urban agriculture in low and middle-income countries. Methods We employed systematic review methods to identify all relevant and reliable research on UA’s impact on food security and nutrition. Only impact evaluations that set out to measure the effectiveness of UA interventions on food security, as compared to the effects of not engaging in UA, qualified for inclusion. Studies had to have a comparison group and at least two data points. Results Systematic searches resulted in 8142 hits, and screening of abstracts resulted in 198 full texts identified. No studies met the review’s inclusion criteria. Therefore, the review found no available evidence that supports or refutes the suggestion that urban agriculture positively impacts on individual or household food security in low and middle-income countries. The largest proportion of studies at full text stage was excluded based on study design, as they were not impact evaluations, i.e. they did not have a comparison group and at least data points. Two observations were made: Firstly, searches yielded a range of studies that consider associations between UA and certain aspects of food security. Secondly, there is a large pool of cross-sectional studies on UA’s potential to contribute to increased food security, particularly from west and east Africa. Conclusions The research currently available does not allow for any conclusions to be made on whether or not urban agriculture initiatives contribute to food security. The fact that impact evaluations are absent from the current evidence-base calls for increased efforts to measure the impact of urban agriculture on food security in low and middle-income countries through rigorous impact evaluations. With regard to systematic review methodology, this review alludes to the value of compiling a systematic map prior to engaging in a full systematic review.",SR
167,What are the health and well-being impacts of community gardening for adults and children: a mixed method systematic review protocol,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-20,10.1186/2047-2382-3-20,"Community gardening is defined by its shared nature; gardeners work collectively to manage a garden for shared benefit. Although communal gardening activities, and recognition of their perceived benefits have ...","Rebecca Lovell, Kerryn Husk, Alison Bethel and Ruth Garside","Background Community gardening is defined by its shared nature; gardeners work collectively to manage a garden for shared benefit. Although communal gardening activities, and recognition of their perceived benefits have a long history, it is in recent years that interest has developed in assessing the potential of the approach to address many of the threats to health and wellbeing faced by global populations. Community gardening may address chronic and non-communicable disease through the provision of opportunities for physical activity, improved nutrition and reduced stress. Participation in the gardening activities may improve wellbeing through increased social contact, culturally valued activities and mitigation of food poverty. The benefits of community gardening are argued to extend beyond the participants themselves through more coherent and cohesive communities, improved physical environments and the sharing of the products of the labour. While there are many claims made and an emerging body of research, no previous systematic review has sought to identify and synthesise the evidence in a global context. Methods The objectives of the mixed method systematic review are to understand the health and wellbeing impacts of active participation in community gardening. Both quantitative and qualitative evidence will be sought using a broad and diverse search strategy to address the four review questions: 1) does active involvement in community gardening lead to improved health or wellbeing; 2) if so, how does active involvement in community gardening affect health and wellbeing; 3) are there different impacts for different population groups (for instance according to age, socio-economic status or sex); and 4) do different types of community gardening (for example producing vegetables or a flower garden) or in different contexts have different types of impacts? A theoretical framework, informed by an initial theory of change model, will illustrate the outcomes of participation and any mechanisms of action (i.e. how such impacts are achieved). The synthesis will be sensitive to factors which may affect the impacts, such as the context of the activities, the demographics of participants, and the implementation and specifics of the community gardening interventions.",SRP
168,"What are the environmental impacts of property rights regimes in forests, fisheries and rangelands? a systematic review protocol",https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-19,10.1186/2047-2382-3-19,"Property rights to natural resources comprise a major policy instrument for those seeking to advance sustainable resource use and conservation. Despite decades of policy experimentation and empirical research,...","Maria Ojanen, Daniel C Miller, Wen Zhou, Baruani Mshale, Esther Mwangi and Gillian Petrokofsky","Background Property rights to natural resources comprise a major policy instrument for those seeking to advance sustainable resource use and conservation. Despite decades of policy experimentation and empirical research, however, systematic understanding of the influence of different property rights regimes on resource and environmental outcomes remains elusive. A large, diverse, and rapidly growing body of literature investigates the links between property regimes and environmental outcomes, but has not synthesized theoretical and policy insights within specific resource systems and especially across resource systems. Here we provide a protocol for conducting a systematic review that will gather empirical evidence over the past two decades on this topic. We will ask the following questions: a) What are the environmental impacts of different property regimes in forests, fisheries, and rangelands? b) Which property regimes are associated with positive, negative or neutral environmental outcomes? c) How do those environmental outcomes compare within and across resource systems and regions? Methods We will assess current knowledge of the environmental impacts of property rights regimes in three resource systems in developing countries: forests, fisheries and rangelands. These resource systems represent differing levels of resource mobility and variability and capture much of the range of ecosystem types found across the globe. The review will use a bundle of rights approach to assess the impacts of three main property regimes—state, private, and community—as well as mixed property regimes that involve some combination of these three. Assessment of the impacts of property rights regimes across a range of different resource systems and ecosystem types will enable exploration of commonalities and differences across these systems. Our analysis will emphasize major insights while highlighting important gaps in current research.",SRP
169,Quality assessment tools for evidence from environmental science,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-14,10.1186/2047-2382-3-14,"Assessment of the quality of studies is a critical component of evidence syntheses such as systematic reviews (SRs) that are used to inform policy decisions. To reduce the potential for reviewer bias, and to e...","Gary S Bilotta, Alice M Milner and Ian L Boyd","Assessment of the quality of studies is a critical component of evidence syntheses such as systematic reviews (SRs) that are used to inform policy decisions. To reduce the potential for reviewer bias, and to ensure that the findings of SRs are transparent and reproducible, organisations such as the Cochrane Collaboration, the Campbell Collaboration, and the Collaboration for Environmental Evidence, recommend the use of formal quality assessment tools as opposed to informal expert judgment. However, there is a bewildering array of around 300 formal quality assessment tools that have been identified in the literature, and it has been demonstrated that the use of different tools for the assessment of the same studies can result in different estimates of quality, which can potentially reverse the conclusions of a SR. It is therefore important to consider carefully, the choice of quality assessment tool. We argue that quality assessment tools should: (1) have proven construct validity (i.e. the assessment criteria have demonstrable link with what they purport to measure), (2) facilitate inter-reviewer agreement, (3) be applicable across study designs, and (4) be quick and easy to use. Our aim was to examine current best practice for quality assessment in healthcare and investigate the extent to which these best practices could be useful for assessing the quality of environmental science studies. The feasibility of this transfer is demonstrated in a number of existing SRs on environmental topics. We propose that environmental practitioners should revise, test and adopt the best practice quality assessment tools used in healthcare as a recommended approach for application to environmental science. We provide pilot versions of quality assessment tools, modified from the best practice tools used in healthcare, for application on studies from environmental science.",Methods
170,Updating reviews: commitments and opportunities,https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/2047-2382-3-18,10.1186/2047-2382-3-18,Citation:                             Environmental Evidence                             2014                             3:18                                                                               Content type: Editorial                             Published on: 14 August 2014,Andrew S Pullin,NA,Editorial
